,LANGUAGE,Match_ID
210,"^(.{2,80}) (may|can) reproduce,? distribute,? display,? (use|utilize),? and (allow|permit)( the)? use of (the )?images(,? (in this agreement or previous ones|in this and in previous agreements))?,? for non-?profit purposes,? via any (technology|technologies) and in any (means|mediums?) now known or later developed( \(""use rights""\))?.?$",0000224
211,"^(.*? and )?(.{2,80}),? (or either of them, ?)?(may|can) reproduce,? distribute,? display,? (use|utilize),? and (allow|permit)( the)? use (of copies )?of (the )?(microfilmed|filmed) records(,? (in this agreement or previous ones|in this and in previous agreements))?,? for non-?profit purposes,? via any (technology|technologies) and in any (means|mediums?) now known or later developed( \(""use rights""\))?.?$",0000225
212,"^(.{2,80}) (may|can) reproduce,? distribute,? display,? (use|utilize),? and (allow|permit)( the)? use of copies of the acquired records(,? (in this agreement or previous ones|in this and in previous agreements))?,? for non-?profit purposes,? via any (technology|technologies) and in any (means|mediums?) now known or later developed( \(""use rights""\))?.?$",0000226
213,"^(.{2,80}) (may|can) reproduce,? distribute,? exhibit,? (use|utilize),? and (allow|permit)( the)? use of (the )?(digital|digitized) images(,? (in this agreement or previous ones|in this and in previous agreements))?,? for non-?profit purposes via any (technology|technologies) and in any current audiovisual (means|mediums?),? or in any that may be developed in the future( \(""use rights""\))?.?$",0000227
214,"^(.{2,80}) (may|can) reproduce,? distribute,? exhibit,? (use|utilize),? and (allow|permit)( the)? use of (the )?(digital|digitized|digital/digitized) images(,? (in this agreement or previous ones|in this and in previous agreements))?,? for non-?profit-making purposes,? through any (technology|technologies) and (on|in)( any)? audiovisual media,? either current or to be developed in the future( \(""use rights""\))?.?$",0000228
215,"^(.{2,80}) (may|can) reproduce,? distribute,? exhibit,? (use|utilize),? and (allow|permit)( the)? use of( the)? (digital|digitized) images(,? (in this agreement or previous ones|in this and in previous agreements))?,? among (.{2,80}|it''?s|their) affiliates,? not for profit,? by means of any (technology|technologies) and in any audiovisual (means|mediums?) that may be developed in the future.?$",0000229
216,"^(.{2,80}) (may|can) reproduce,? distribute,? exhibit,? use,? and authorize use of copies of the (microfilmed|filmed) documents(,? (in this agreement or previous ones|in this and in previous agreements))?,? for study or genealogical research purposes,? not for sale,? using whatever (technology|technologies) or (means|mediums?) that presently exists or that may be invented in the future( \(""use rights""\))?.?$",0000230
217,"^(.{2,80}) (may|can) reproduce,? distribute,? transmit,? display,? (use|utilize),? and (allow|permit)( the)? use \(sublicense\) of( the)? film and (digital|digitized) images(,? (in this agreement or previous ones|in this and in previous agreements))?,? via any (technology|technologies) and in any (means|mediums?) now known or later developed( \(""use rights""\))?.?$",0000231
218,"^(.{2,80}) (may|can) reproduce,? distribute,? transmit,? display,? (use|utilize),? and (allow|permit)( the)? use of (the )?(digital|digitized|microfilmed/digital) (records|images)(,? (in this agreement or previous ones|in this and in previous agreements))?,? for non-?profit purposes,? through any (technology|technologies) and (on|in) any audiovisual (means|mediums?) currently in use or which may be developed in the future( \(""(use|usage) rights""\))?.?$",0000232
219,"^(.{2,80}) (may|can) reproduce,? distribute,? transmit,? display,? (use|utilize),? and (allow|permit)( the)? use of copies of .*?(,? (in this agreement or previous ones|in this and in previous agreements))?,? for non-?profit purposes,? via any (technology|technologies) and in any (means|mediums?) now known or later developed( \(""use rights""\))?.?$",0000233
220,"^(.{2,80}) (may|can) reproduce,? distribute,? transmit,? display,? (use|utilize),? and (allow|permit)( the)? use of( only)?( the)? (digital|digitized) records(,? (in this agreement or previous ones|in this and in previous agreements))?,? for non-?profit purposes by registered users,? via any (technology|technologies) and in any (means|mediums?) now known or later developed( \(""use rights?""\))?.?$",0000234
221,"^(.{2,80}) (may|can) reproduce,? distribute,? transmit,? display,? (use|utilize),? and (allow|permit)( the)? use of( the)? (digital|digitized) records(,? (in this agreement or previous ones|in this and in previous agreements))?,? for non-?profit purposes by users of (.{2,80})(''s)? web ?site,? via any (technology|technologies) and in any (means|mediums?) now known or later developed( \(""use rights""\))?.?$",0000235
222,"^(.{2,80}) (may|can) reproduce,? distribute,? transmit,? display,? (use|utilize),? and (allow|permit)( the)? use of( the)? (digital|digitized) records(,? (in this agreement or previous ones|in this and in previous agreements))?,? for non-?profit purposes only by registered users,? via any (technology|technologies) and in any (means|mediums?) now known or later developed( \(""use rights""\))?.?$",0000236
223,"^(?!.*(system|procedures))(both,? )?(.{2,80}) (and .*?,?)?(may|can) reproduce,? distribute,? transmit,? display,? (use|utilize),? and (allow|permit)( the)? use of( the)? (digital|digitized) records(,? (in this agreement or previous ones|in this and in previous agreements))?,? for non-?profit purposes?,? via any (technology|technologies) and in any (means|mediums?) now known or later developed( \(\""?use rights\""?\))?( in the respect of the french legislation regarding publication of nominative information| subject to the exceptions stated in a-c below)?.",0000237
224,"^(.{2,80}) (may|can) reproduce,? distribute,? transmit,? display,? (use|utilize),? and (allow|permit)( the)? use of( the)? (digital|digitized) records(,? (in this agreement or previous ones|in this and in previous agreements))?,? for non-?profit purposes,? via any (technology|technologies) and in any (means|mediums?) now known or later developed( \(""use rights""\))? in accordance with federal law and the governing oregon law,? of which,? (.{2,80}) is notified.?$",0000238
225,"^(.{2,80}) (may|can) reproduce,? distribute,? transmit,? display,? (use|utilize),? and (allow|permit)( the)? use of( the)? (digital|digitized) records(,? (in this agreement or previous ones|in this and in previous agreements))?,? via (technology|technologies) and in (means|mediums?) that are not now known( \(""use rights""\))?.?$",0000239
226,"^(.{2,80}) (may|can) reproduce,? distribute,? transmit,? display,? (use|utilize),? and (allow|permit)( the)? use of( the)? (digital|digitized|digitzl/digitized) records and (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?)(,? (in this agreement or previous ones|in this and in previous agreements))?,? for non-?profit purposes by registered users,? via (technology|technologies) and in (means|mediums?) now known,? including via the internet( \(""use rights""\))?.?$",0000240
227,"^(.{2,80}) (may|can) reproduce,? distribute,? transmit,? display,? (use|utilize),? and (allow|permit)( the)? use of( the)? (digital|digitized|digitzl/digitized) records(,? (in this agreement or previous ones|in this and in previous agreements))?,? for non-?profit purposes by registered users,? via (technology|technologies) and in (means|mediums?) now known,? including via the internet( \(""use rights""\))?.?$",0000241
228,"^(.{2,80}) (may|can) reproduce,? distribute,? transmit,? display,? (use|utilize),? and (allow|permit)( the)? use of( the)? (digital|digitized|microfilmed/digital)( records)?(,? (in this agreement or previous ones|in this and in previous agreements))?,? for non-?profit purposes,? via technologies and in (means|mediums?) now known,? including,? via the internet and in (digital|digitized) formats.?$",0000242
229,"^(.{2,80}) (may|can) reproduce,? distribute,? transmit,? display,? (use|utilize),? and (allow|permit)( the)? use of( the)? (microfilmed|filmed) records and (digital|digitized) images(,? (in this agreement or previous ones|in this and in previous agreements))?,? for its own non-?profit purposes,? via any technology and in any (means|medium?) now known or later developed as long as covered by the data protection and civil status laws( \(datenschutzgesetz und personenstandsgesetz\))? of the republic of austria as well as by .*? user regulations( \(""use rights""\))?.?$",0000243
230,"^(.{2,80}) (may|can) reproduce,? distribute,? transmit,? display,? (use|utilize),? and (allow|permit)( the)? use of( the)? (microfilmed|filmed) records(,? (in this agreement or previous ones|in this and in previous agreements))?,? for non-?profit purposes by registered users,? via any (technology|technologies) and in any (means|mediums?) now known or later developed( \(""use rights""\))?.?$",0000244
231,"^(.{2,80}) (may|can) reproduce,? distribute,? transmit,? display,? (use|utilize),? and (allow|permit)( the)? use of( the)? (microfilmed|filmed) records(,? (in this agreement or previous ones|in this and in previous agreements))?,? for non-?profit purposes,? via (technology|technologies) and in (means|mediums?) now known,? including,? via the internet and in (digital|digitized) formats( \(""use rights""\))?.?$",0000245
232,"^(.{2,80}) (may|can) reproduce,? distribute,? transmit,? display,? (use|utilize),? and (allow|permit)( the)? use of( the)? (microfilmed|filmed)(/(digital|digitized))? records(,? (in this agreement or previous ones|in this and in previous agreements))?,? for non-?profit purposes,? via any (technology|technologies) and in any (means|mediums?) now known or later developed( \(""use rights""\))?( subject to the limitations specified in paragraphs 3.1.-3.8)?.?$",0000246
233,"^(.{2,80}) (may|can) reproduce,? distribute,? transmit,? display,? (use|utilize),? and (allow|permit)( the)? use of( the)? record copies(,? (in this agreement or previous ones|in this and in previous agreements))?,? for non-?profit purposes by registered users,? via any (technology|technologies) and in any (means|mediums?) now known or later developed( \(""use rights""\))?.?$",0000247
234,"^(.{2,80}) (may|can) reproduce,? distribute,? transmit,? display,? and (use|utilize) the (digital|digitized) records(,? (in this agreement or previous ones|in this and in previous agreements))?,? within the research system of (.{2,80}),? for non-?profit purposes,? via any (technology|technologies) and in any storage (means|mediums?) for data processing now known or later developed( \(""use rights""\))?.?$",0000248
235,"^(.{2,80}) (may|can) reproduce,? distribute,? transmit,? display,? use and (allow|permit) (the )?use of any (indices?|index(es)?) and (research|finding|search) (aids?|materials?|resources?|tools?) created by (.{2,80}) under this agreement via any (technology|technologies) and in any (means|mediums?) now known or later developed( \(""use rights""\))?.?$",0000249
236,"^(.{2,80}) (may|can) require registration by users( in order)? to access the web ?site and the (digital|digitized) materials? hosted thereof.?$",0000250
237,"^(.{2,80}) (may|can) sell any resources ((.{2,80})|it) creates from the (digital|digitized) records.?$",0000251
238,"^(?!.*(assisting|third))(.{2,80}) (may|can)( also)? charge registered users a (usage|use|user) fee( in order)? to help cover the cost of providing access to (the )?(microfilmed|filmed)/(digital|digitized) records.?$",0000252
239,"^(.{2,80}) (may|can)( also)? charge registered users a (usage|use|user) fee( in order)? to help cover the cost of providing access to ((.{2,80})'s resources including )?the (digital|digitized) records.?$",0000253
240,"^(.{2,80}) (may|can)( also)? charge registered users a (usage|use|user) fee( in order)? to help cover the cost of providing access to the (microfilmed|filmed)/(digital|digitized) images.?$",0000254
241,"^(.{2,80}) (may|can)( also)? charge registered users a (usage|use|user) fee( in order)? to help cover the cost of providing access to( the)? record copies.?$",0000255
242,"^(.{2,80}) (may|can)( also)? charge( (the )?users)? a (usage|use|user) fee( in order)? to help cover the cost of providing access to the (microfilmed|filmed|digital|(microfilmed|filmed)/(digital|digitized)) records.?$",0000256
243,"^(.{2,80}) (may|can)( also)? charge( (the )?users)? a fee( in order)? to help cover the cost of providing access to the (digital|digitized) images.?$",0000258
244,"^(?!.*(microfilmed|filmed|digital|microfilmed/digital|digital|digitized))(.{2,80}) (may|can)( also)? charge( (the )?users)? a fee( in order)? to help cover the cost of providing access to .*?.?$",0000259
245,"^(.{2,80}) (may|can)( also)? charge( (the )?users)? a quota( in order)? to help to cover the cost of providing the access to the (digital|digitized) images.?$",0000260
246,"^(.{2,80}) (may|can)( also)? choose,? at (((.{2,80})(''s)?|it''?s|their) option and cost|the option and cost of (.{2,80})),? to create (research|finding|search) (aids?|materials?|resources?|tools?) based (on|upon) the content of the (digital|digitized) (records|images)( \(""?research materials""?\))?.?$",0000261
247,"^(.{2,80}) (may|can)( also)? choose,? at (((.{2,80})(''s)?|it''?s|their) option and cost|the option and cost of (.{2,80})),? to create (research|finding|search) (aids?|materials?|resources?|tools?) based (on|upon) the content of the (digital|digitized) (records|images) and any existing digital records provided to (.{2,80}) hereunder( \(""research materials""\))?.?$",0000262
248,"^(.{2,80}) (may|can)( also)? choose,? at (((.{2,80})(''s)?|it''?s|their) option and cost|the option and cost of (.{2,80})),? to create (research|finding|search) (aids?|materials?|resources?|tools?),?( including indices,)? in any format or medium,? based (on|upon) the content of the (FSI )?(digital|digitized) (records|images)( \(""research materials""\))?.?$",0000263
249,"^(.{2,80}) (may|can)( also)? loan copies of (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) to third parties for research and indexing projects or to promote genealogical research and information dissemination.?$",0000264
250,"^(.{2,80}) (may|can)( also)? present the (digital|digitized) images as well as other research (finding|search) (aids?|materials?|resources?|tools?) such as (indices?|index(es)?) etc. in the internet or via any (technology|technologies) or storage (means|mediums?) now known or later developed( \(""?use rights""?\))?.?$",0000265
251,"^(.{2,80}) (may|can)( also)?,? based (on|upon)( the)? information contained in the (digital|digitized) images,? create resources with (indices?|index(es)?) and (research|finding|search) (aids?|materials?|resources?|tools?).?$",0000266
252,"^(.{2,80}) (may|can)(,? at its (discretion|option) and cost,)?( also)? create (research|finding|search) (aids?|materials?|resources?|tools?),? including (indices?|index(es)?) based (on|upon) the content of( the)? (digital|digitized) images( \(""research materials""\))?.?$",0000267
253,"^(.{2,80}) (may|can)(,? at its discretion,)?( also)? (digitalize|digitize) and (use|utilize)( the)? information (from|in) the (microfilmed|filmed) records to create resources such as (indices?|index(es)?) (and|or)( other)? (research|finding|search) (aids?|materials?|resources?|tools?).?$",0000268
254,"^(.{2,80}) (may|can)(,? at its discretion,)?( also)? (use|utilize) (it|them) to make (indices?|index(es)?) (and|or)( other)? (research|finding|search) (aids?|materials?|resources?|tools?).?$",0000269
255,"^(.{2,80}) (may|can)(,? at its discretion,)?( also)? (use|utilize) (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) data to create (indices?|index(es)?) (and|or)( other)? printouts useful for research.?$",0000270
256,"^(.{2,80}) (may|can)(,? at its discretion,)?( also)? (use|utilize) (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?|it|them) to create (indices?|index(es)?) (and|or)( other)? useful tabulations for (re)?search.?$",0000271
257,"^(.{2,80}) (will|may|can)(,? at its discretion,)?( also)? (use|utilize) (the|this|these|their|it''?s?) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?|it|them|records)?( in order)? ?to produce (indice|indices|index|indexes) (and|or)( other)? (research|finding|search) (aids?|materials?|resources?|tools?).?$",0000272
258,"^(.{2,80}) (may|can)(,? at its discretion,)?( also)? (use|utilize) (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?|it|them|records) to produce (indices?|index(es)?) (and|or)( other)? (research|finding|search) (aids?|materials?|resources?|tools?),? which (may|can) be used in any way to promote genealogical research dissemination.?$",0000273
259,"^(.{2,80}) (may|can)(,? at its discretion,)?( also)? (use|utilize) (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?|it|them) to produce (indices?|index(es)?) (and|or)( other)? (research|finding|search) (aids?|materials?|resources?|tools?) and (may|can) (use|utilize) them to promote genealogical research.?$",0000274
260,"^(.{2,80}) (may|can)(,? at its discretion,)?( also)? (use|utilize) (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?|it|them) to produce (indices?|index(es)?) \(subject to the restriction of provision 1\) (and|or)( other)? (research|finding|search) (aids?|materials?|resources?|tools?).?$",0000275
261,"^(.{2,80}) (may|can)(,? at its discretion,)?( also)? (use|utilize) copies of .*? to produce (indices?|index(es)?) (and|or)( other)? (research|finding|search) (aids?|materials?|resources?|tools?).?$",0000277
262,"^(.{2,80}) (may|can)(,? at its discretion,)?( also)? (use|utilize) these resources( at its discretion)? to provide access to .*?.?$",0000278
263,"^(.{2,80}) (may|can)(,? at its discretion,)?( also)? (use|utilize)( the)? (digital|digitized) format of the birth and death certificates solely for research and for non-?profit purposes.?$",0000279
264,"^(.{2,80}) (may|can)(,? at its discretion,)?( also)? (use|utilize)( the)? information (from|in) (the|this|these) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) to create resources such as (indices?|index(es)?) (and|or)( other)? (research|finding|search) (aids?|materials?|resources?|tools?)(,? and it pledges to deliver a copy of the said resources to .*?)?.?$",0000280
265,"^(.{2,80}) (may|can)(,? at its discretion,)?( also)? (use|utilize)( the)? information (from|in) any and all( such)? records to create resources such as (indices?|index(es)?) (and|or)( other)? (research|finding|search) (aids?|materials?|resources?|tools?).?$",0000281
266,"^(.{2,80}) (may|can)(,? at its discretion,)?( also)? (use|utilize)( the)? information (from|in) the (digital|digitized) archives to create resources such as (indices?|index(es)?) (and|or)( other)? (research|finding|search) (aids?|materials?|resources?|tools?).?$",0000282
267,"^(.{2,80}) (may|can)(,? at its discretion,)?( also)? (use|utilize)( the)? information (from|in) the (digital|digitized) files to create resources such as (indices?|index(es)?) (and|or)( other)? (research|finding|search) (aids?|materials?|resources?|tools?).?$",0000283
268,"^(?!.*(records? custodian|archives?))(.{2,80}) (may|can)(,? at its discretion,)?( also)? (use|utilize)( the)? information (from|in) the (digital|digitized) images to create (resources such|such resources) as (indices?|index(es)?) (and|or)( other)? (research|finding|search) (aids?|materials?|resources?|tools?).?$",0000284
269,"^(.{2,80}) (may|can)(,? at its discretion,)?( also)? (use|utilize)( the)? information (from|in) the (digital|digitized) images to create resources such as (indices?|index(es)?),? (research|finding|search) (aids|materials|resources),? or( other)? (research|finding|search) tools.?$",0000285
270,"^(.{2,80}) (may|can)(,? at its discretion,)?( also)? (use|utilize)( the)? information (from|in) the (digital|digitized) records and (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) to create research resources such as (indices?|index(es)?) and others.?$",0000286
271,"^(.{2,80}) (may|can)(,? at its discretion,)?( also)? (use|utilize)( the)? information (from|in) the (digital|digitized) records to create research (finding|search) (aids?|materials?|resources?|tools?) such as lists,? overviews and (indices?|index(es)?) etc.?$",0000287
272,"^(.{2,80}) (may|can)(,? at its discretion,)?( also)? (use|utilize)( the)? information (from|in) the (digital|digitized) records to create resources such as (indices?|index(es)?) (and|or)( other)? (research|finding|search) (aids?|materials?|resources?|tools?),? all rights in which (will|shall) be held by (.{2,80}).?$",0000288
273,"^(.{2,80}) (may|can)(,? at its discretion,)?( also)? (use|utilize)( the)? information (from|in) the (microfilmed|filmed) records and (digital|digitized) images to create resources such as (indices?|index(es)?) (and|or)( other)? (research|finding|search) (aids?|materials?|resources?|tools?)( \(""created resources""\))?.?$",0000289
274,"^(.{2,80}) (may|can)(,? at its discretion,)?( also)? (use|utilize)( the)? information (from|in) the (microfilmed|filmed) records to create resources such as (indices?|index(es)?) (and|or)( other)? (research|finding|search) (aids?|materials?|resources?|tools?),? all rights in which (will|shall) be held by (.{2,80}).?$",0000290
275,"^(.{2,80}) (may|can)(,? at its discretion,)?( also)? (use|utilize)( the)? information (from|in) the (microfilmed|filmed)/(digital|digitized) images to create resources such as (indices?|index(es)?) (and|or)( other)? (research|finding|search) (aids?|materials?|resources?|tools?).?$",0000291
276,"^(?!.*and/or)(.{2,80})(and (the )?.*?)?(may|can)(,? at its discretion,)?( also)? (use|utilize)( the)? information (from|in) the (microfilmed|filmed|digital|digitized|(micro)?filmed/digital|digital/digitized) records (in order )?to create resources such as (indices?|index(es)?) (and|or)( other)? (research|finding|search) (aids?|materials?|resources?|tools?).?$",0000293
277,"^(.{2,80}) (may|can)(,? at its discretion,)?( also)? (use|utilize)( the)? information (from|in) the acquired records to create resources such as (indices?|index(es)?) (and|or)( other)? support for research.?$",0000294
278,"^(.{2,80}) (may|can)(,? at its discretion,)?( also)? (use|utilize)( the)? information (from|in) the film and (digital|digitized) images to create resources such as (indices?|index(es)?) (and|or)( other)? (research|finding|search) (aids?|materials?|resources?|tools?)( \(collectively ""use rights""\))?.?$",0000295
279,"^(.{2,80}) (may|can)(,? at its discretion,)?( also)? (use|utilize)( the)? information (from|in) the images to create resources such as (indices?|index(es)?) (and|or)( other)? (research|finding|search) (aids?|materials?|resources?|tools?).?$",0000296
280,"^(.{2,80}) (may|can)(,? at its discretion,)?( also)? (use|utilize)( the)? information (from|in) the record copies to create resources such as (indices?|index(es)?) (and|or)( other)? (research|finding|search) (aids?|materials?|resources?|tools?).?$",0000297
281,"^(?!.*(images|acquired|copies|any|digital|digitized|microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?)|(microfilmed|filmed)/(digital|digitized))(.{2,80}) (may|can)(,? at its discretion,)?( also)? (use|utilize)( the)? information (from|in) .*? to create resources such as (indices?|index(es)?) (and|or)( other)? (research|finding|search) (aids?|materials?|resources?|tools?).?$",0000298
282,"^(.{2,80}) (may|can)(,? at its discretion,)?( also)? (use|utilize)( the)? information gathered from the (microfilmed|filmed) documents to create resources such as (indices?|index(es)?) (and|or)( other)? support for research.?$",0000299
283,"^(.{2,80}) (may|can),? in addition to all other uses permitted for public records,? reproduce,? distribute,? transmit,? display,? (use|utilize),? and (allow|permit)( the)? use of (the )?(digital|digitized) records,? for non-?profit purposes by registered users,? via any (technology|technologies) and in any (means|mediums?) now known or later developed( \(""use rights""\))?.?$",0000300
284,"^(.{2,80}) (may|can),? within the (.{2,80}) system,? publish the (digital|digitized) images,? the existing aids and the research materials 50 years from the original record publication date.?$",0000301
285,"^(.{2,80}) (may|can|can/may)(,? at its discretion,)?( also)? (use|utilize)( the)? information (from|in) the (digital|digitized|digital/digitized) images to create (research|finding|search) (aids?|materials?|resources?|tools?),? such (resources )?as (indices?|index(es)?|indicies/indexes) (and|or)( other)? (investigation|research|finding|search) (aids?|materials?|resources?|tools?).?$",0000303
286,"^(.{2,80}) (may|shall( also)? be able to) (use|utilize)( the)? information (from|in) the (digital|digitized) records to create resources such as (research|search) helps and (indices?|index(es)?) without the express consent in writing from .*?.?$",0000304
287,"^(.{2,80}) (wi)?(sha)?ll retain at least one (micro)?film copy for security purposes and additional copies as needed for (.{2,80}) own use.?$",0000305
288,"^(.{2,80}) (will|shall) (use|utilize) its best efforts to forward all registered users of ((.{2,80})(''s)?|its) site to .*? site for copies of the (quality|high-resolution) images.?$",0000306
289,"^(.{2,80}) (will|shall) (use|utilize) its best efforts to host low-resolution,? watermarked images,? which (will|shall) be open to all registered users of (.{2,80}) \(or whatever the service (may|can) be named in future\).?$",0000307
290,"^(.{2,80}) (will|shall) (use|utilize) its best efforts( to)? provide a seamless (link|interface) to the images spinning on .*?( office)? (internet|web) ?site.?$",0000308
291,"^(.{2,80}) (will|shall) also have the right \(but not the obligation\) to collect,? digitize,? index,? and (use|utilize) as provided herein \(a\) other records incidentally gathered during its capture of the above-listed record sets and \(b\) such other records that are similar to the above-listed record sets and that fall within a reasonable time before and after the time periods referenced above.?$",0000309
292,"^(.{2,80}) (will|shall) be able to reproduce,? distribute among its associates,? exhibit,? use,? and authorize the use of (the )?dvds of the (digital|digitized) records for non-?profit purposes,? such as genealogical research and scientific study,? by any (technology|technologies) and in any situation that is currently known or that (may|can) be developed in the future( \(""use rights""\))?.?$",0000310
293,"^(.{2,80}) (will|shall) be able to reproduce,? distribute among its members,? exhibit,? use,? and authorize the use of copies of the (microfilmed|filmed) records for not-for-profit purposes by (means|mediums?) of any (technology|technologies) and in any situation that may be currently known or subsequently developed( \(""use rights""\))?.?$",0000311
294,"^(.{2,80}) (will|shall) be able to reproduce,? distribute,? exhibit,? use,? and authorize the use of copies of the (microfilmed|filmed) records for not-for-profit purposes by (means|mediums?) of any (technology|technologies) and in any situation that may be currently known or subsequently developed( \(""use rights""\))?.?$",0000312
295,"^(.{2,80}) (will|shall) be entitled to make at least three positive prints from (the|this|these) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) records?(:|;?|.)?$",0000313
296,"^(.{2,80}) (will|shall) grant access to the (microfilmed|filmed) records and (digital|digitized) images to third parties only after they have been informed that they$",0000314
297,"^(.{2,80}) (will|shall) have a license to (use|utilize) or transfer .*? for any purpose,? without limitation.?$",0000315
298,"^(.{2,80}) (will|shall) have permission to (use|utilize) the resulting (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) within its proprietary system to enable genealogical research.?$",0000316
299,"^(.{2,80}) (will|shall) have permission to make internal use of( the)? copies of (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) to promote and amplify genealogical research around the world.?$",0000317
300,"^(.{2,80}) (will|shall) have the right to reproduce positive (microfilm|film|microform) copies of .*? acquired prior to completion of this agreement.?$",0000318
301,"^(.{2,80}) (will|shall) have the right to reproduce positive (microfilm|film|microform) copies of .*? acquired under this agreement.?$",0000319
302,"^(.{2,80}) (will|shall) host the (digital|digitized) materials? on a publicly available web ?site.?$",0000320
303,"^(.{2,80}) (will|shall) incorporate into( the)? (digital|digitized) images a watermark that indicates .*? as the original source of the record before making (digital|digitized) images available to the public through any digital medium.?$",0000321
304,"^(.{2,80}) (will|shall) limit distribution of and access to the (digital|digitized) images and (research|finding|search) (aids|materials|resources|tools) only to members of the church of jesus christ of latter-day saints.?$",0000322
305,"^(.{2,80}) (will|shall) limit distribution of and access to the (digital|digitized) images,? existing aids and research materials (only )?to members of the church of jesus christ of latter-day saints.?$",0000323
306,"^(.{2,80}) (will|shall) make one copy for use in the collection of the family history library in salt lake city.?$",0000324
307,"^archive represents and warrants that: 1\) archive has the authority to agree to and authorize (.{2,80}) copying of the original records and use of the digital images as provided for in this agreement;? 2\) archive is aware of article 47 of cape verde law no. 42/vi/2004 \(regime jurídico general dos arquivos\);? and 3\) this agreement does not violate article 47 because (.{2,80}) will only keep copies of the digital images,? will comply with applicable cape verde privacy laws,? and will make the digital images freely available to any person \(in accordance with the cutoff dates as set forth in law no. 42/vi/2004\),? as is likewise done by the archive.?$",0000325
308,"^(.{2,80}) (will|shall) not (use|utilize) the (digital|digitized) images,? existing aids and research materials for any commercial purposes.?$",0000326
309,"^(.{2,80}) (will|shall) not allow the resulting (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) to be used outside ((.{2,80})(''s)?|it''?s) own facility and its auxiliary operations unless it has your written permission or the written permission of the owners of the materials?.?$",0000327
310,"^(.{2,80}) (will|shall) not allow the resulting (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) to be used outside ((.{2,80})(''s)?|it''?s) own facility and it'?s auxiliary organizations unless it has your written permission or the written permission of the owners of the materials?.?$",0000328
311,"^(.{2,80}) (will|shall) not allow the resulting (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) to be used outside ((.{2,80})(''s)?|it''?s) own facility and its branch libraries unless it has your written permission or the written permission of the owners of the materials?.?$",0000329
312,"^(.{2,80}) (will|shall) not assign this agreement or sell copies of the (digital|digitized) records without the prior consent of .*?.?$",0000330
313,"^(.{2,80}) (will|shall) not be able to sell the copies of the (microfilmed|filmed) records without the express consent of .*?.?$",0000331
314,"^(.{2,80}) (will|shall) not make public any confidential information that .*? holds as confidential information,? which,? for purposes of this agreement,? is defined as records that have been sealed pursuant to court order,? records concerning adoption and any other materials required by new york state law to be kept confidential( \(""confidential information""\))?.?$",0000332
315,"^(.{2,80}) (will|shall) not provide (microfilm|film) to counties free of charge.?$",0000333
316,"^(.{2,80}) (will|shall) not sell copies of (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) to any( other)? (entit(y|ies)|organizations?|institutions?) or (persons?|individuals?|people?) without the written permission of .*?.?$",0000334
317,"^(.{2,80}) (will|shall) not sell copies of .*? in any (means|mediums?) without your written consent from .*?.?$",0000335
318,"^(.{2,80}) (will|shall) not sell copies of the work\(?s?\)? without (my|our|my/our) consent.?$",0000336
319,"^(.{2,80}) (will|shall) not sell or distribute copies of the documents' (digital|digitized) images stipulated in this agreement to other (organizations?|institutions?),? entities or (persons?|individuals?|people?) without express written authorization from .*?,? and upon notification by the archives,? newspaper and publications services,? but is authorized to sell copies of any resources developed from .*?.?$",0000337
320,"^(.{2,80}) (will|shall) not sell the (digital|digitized) images in any (means|mediums?) without the written consent of .*?.?$",0000338
321,"^(.{2,80}) (will|shall) not transfer the rights of use to any third party without the prior written permission of .*?.?$",0000339
